HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Base_Stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,Type 1,Type 2,Classification_info,Forms,gen,Is_Legendary,Is_Mythical,Is_Ultra_Beast,number_immune,number_not_effective,number_normal,number_super_effective
59,58,90,113,135,49,482,0.23,0.48,0.59,0.47,3.65,4.0,1.01,3.71,0.52,0.97,0.12,4.0,3.34,1.0,1.8,0.38,1.91,0.41,433,0.3,1116.6,63.1,170,,5346,274,Dragons Maw,Normal,Bug,Wild Monkey,Mega Swampert,6,0,0,0,0,6,14,3
204,72,85,83,64,52,340,0.17,1.96,1.02,0.52,0.58,3.9,3.94,4.0,0.03,0.98,0.0,0.97,0.65,2.1,1.9,1.0,0.48,1.97,118,1.5,138.4,747.1,53,20.28,14294,98,Available; Hydration; Shell Armor; Water Absorb,Rock,Rock,EleTadpole,Hisuian Qwilfish,3,1,1,0,0,2,16,6
43,47,81,131,230,62,516,0.98,0.51,2.06,0.01,0.5,0.51,0.38,0.22,0.23,2.86,0.0,2.05,4.0,2.0,1.0,1.0,0.99,1.01,2017,2.0,62.3,108.0,45,1.55,10816,24,Prism Armor,Fighting,Normal,Life,Hisuian Decidueye,8,0,0,1,2,9,7,4
62,93,74,77,78,57,500,1.0,0.96,1.02,0.49,0.25,0.42,0.96,0.57,4.0,0.98,0.59,3.5,1.05,0.1,1.7,1.95,1.0,2.06,577,1.7,609.8,123.4,195,56.59,6212,334,Available; Sand Force; Sand Stream; Sturdy,Dark,Ghost,Trap,Average Size; Small Size; Large Size; Super Size,5,0,1,0,3,8,13,4
67,52,52,51,207,42,548,0.0,0.75,1.03,0.5,0.43,0.55,2.05,1.03,0.62,1.0,0.0,1.88,0.41,1.0,1.0,1.89,0.5,0.4,342,3.5,44.6,35.1,199,,5615,3,Available; Inner Focus; Own Tempo; Stamina,Poison,Normal,Spatial,Mega Pidgeot,4,1,1,1,2,9,7,7
14,69,94,52,42,110,584,0.49,3.75,0.99,0.54,0.98,1.97,3.57,2.09,1.95,0.54,2.13,0.25,1.0,1.9,1.0,0.5,0.52,0.56,4005,0.5,696.4,106.7,160,56.11,4057,199,Available; Chlorophyll; Harvest,Fairy,Flying,Mystic,Mega Diancie,8,0,1,0,3,2,12,1
80,36,225,75,114,43,510,1.0,0.45,0.51,0.48,3.91,1.05,2.12,0.52,0.4,3.17,0.14,0.52,0.4,1.0,2.0,1.01,0.46,2.01,537,7.6,54.7,23.0,137,,6496,132,Sand Spit; Sand Veil; Shed Skin,Ice,Dark,Wood Gecko,Green Plumage; Blue Plumage; Yellow Plumage; White Plumage,3,1,1,0,2,6,11,5
59,120,31,67,125,79,560,0.19,0.58,0.98,1.92,0.28,0.88,1.01,0.09,0.2,1.01,0.95,0.57,1.98,2.0,2.0,0.99,0.97,0.74,680,5.7,441.1,645.3,97,67.44,7804,130,Early Bird; Harvest,Ground,Fire,Mole,Mega Blaziken,2,0,1,1,3,4,9,7
98,109,64,52,121,50,273,0.48,2.06,1.02,1.96,0.25,3.32,1.02,3.45,0.0,0.97,0.06,0.99,3.53,1.0,1.0,1.9,2.02,0.97,446,0.5,286.8,286.6,241,7.39,12696,192,Swift Swim; Water Absorb; Water Veil,Fairy,Grass,Blocking,Alolan Meowth; Galarian Meowth,1,0,1,0,2,2,9,7
89,67,129,86,85,50,505,0.56,4.0,2.11,3.96,0.52,4.0,0.15,1.94,1.03,0.45,0.98,3.38,0.99,0.6,0.6,1.02,0.29,1.0,436,1.4,18.3,132.1,14,18.18,6991,7,Moody; Simple; Unaware,Psychic,Steel,Shield,Mega Kangaskhan,1,0,0,0,0,6,6,5
42,20,76,94,100,55,538,1.0,2.13,1.0,4.0,0.51,1.97,0.36,0.49,0.55,1.0,0.5,0.57,1.0,0.5,0.5,1.01,1.0,1.01,4,1.2,1714.0,157.1,44,4.07,5173,269,Anger Point; Available; Defiant; Vital Spirit,Dark,Poison,Big Rock,Eternamax,1,0,0,0,3,10,15,3
122,90,132,78,81,51,317,1.0,1.03,0.99,0.48,0.34,3.63,2.02,2.52,2.11,1.0,1.91,2.0,0.46,1.9,1.0,0.49,2.02,1.0,1340,1.1,680.3,26.8,255,20.67,19351,60,Blaze; Iron Fist,Electric,Fire,Constraint,Hisuian Electrode,2,0,1,1,1,5,7,1
147,33,65,23,65,54,700,0.99,1.03,1.01,1.98,2.05,2.98,0.99,0.53,0.95,1.02,1.99,1.02,2.0,0.7,0.0,0.49,0.98,0.98,966,0.7,39.0,658.1,118,85.13,5580,585,Flash Fire; Weak Armor,Steel,Dark,Imitation,Galarian Darumaka,6,0,0,0,1,3,15,6
53,97,77,81,69,70,549,0.51,0.54,0.94,1.0,0.48,1.98,0.45,0.98,1.99,2.06,0.99,2.14,0.43,1.0,1.0,1.02,1.0,1.9,769,0.6,0.2,0.1,3,4.96,4355,103,Rivalry; Swarm,Water,Electric,Jet,Mega Steelix,9,1,0,0,1,3,10,4
99,119,67,90,94,30,295,0.5,2.02,2.0,0.99,1.0,1.97,0.07,1.9,1.01,4.0,1.98,1.03,0.44,2.1,0.0,1.82,0.47,3.45,4168,8.0,61.6,16.2,35,2.48,6590,621,Inner Focus; Iron Fist; Keen Eye,Fire,Poison,Poison Bag,Alolan Muk,3,1,0,0,1,6,9,7
87,129,111,51,125,73,570,0.53,3.63,0.42,0.08,1.01,0.4,0.48,2.07,2.11,4.0,0.0,0.38,2.0,0.0,1.0,1.93,1.01,1.0,645,2.5,187.4,222.2,229,,30720,183,Cheek Pouch; Pickup; Plus,Dark,Ice,Blast Turtle,Mega Houndoom,8,0,0,0,1,2,9,1
76,129,99,29,74,62,462,0.45,0.48,3.48,0.48,4.0,0.5,3.35,2.07,0.12,1.01,1.01,2.02,0.42,0.0,2.0,1.96,0.51,0.25,256,1.4,1309.9,15.7,3,21.5,8361,90,Available; Flash Fire; Intimidate; Justified,Water,Ghost,Fire Warrior,Galarian Slowking,4,0,0,0,1,8,14,5
73,101,105,67,72,45,568,0.07,2.06,0.48,0.46,0.97,4.0,0.98,1.01,1.96,0.63,0.98,2.04,0.97,0.6,1.0,0.5,0.56,0.99,1366,1.2,240.9,762.4,252,81.21,30720,232,Wonder Guard,Normal,Ground,Soft Tissue,Galarian Rapidash,6,1,0,0,1,3,8,2
54,52,110,28,58,82,257,0.29,0.44,0.32,0.47,0.28,0.52,0.58,0.47,1.04,0.44,1.02,1.05,0.46,1.0,0.1,0.46,0.5,1.0,2154,0.4,65.9,480.3,255,23.84,4438,58,Alola Form; Alola Form Abilities; Available; Chlorophyll; Frisk; Harvest; Hidden,Flying,Ghost,Ice Chunk,Green Plumage; Blue Plumage; Yellow Plumage; White Plumage,1,1,0,1,1,2,14,5
45,85,107,61,45,99,573,0.26,0.99,0.36,0.48,1.06,0.49,4.0,0.03,2.02,2.03,0.43,1.04,4.0,1.0,0.1,0.48,0.99,0.98,1418,0.8,2127.4,518.6,87,3.04,3796,32,Sand Force; Sand Stream,Dragon,Steel,Gripper,Mega Metagross,2,1,0,1,2,4,12,5
93,118,54,104,214,50,616,0.49,0.99,0.99,1.95,1.99,0.44,1.94,4.0,2.02,1.92,0.58,1.02,0.44,0.0,2.0,0.25,0.25,0.5,132,0.8,168.1,35.7,3,2.7,9808,710,Guts; Intimidate; Rivalry,Rock,Fighting,Carefree,Mega Latios,8,1,1,1,2,2,11,2
62,71,123,89,32,123,502,1.0,0.97,4.0,3.81,0.49,2.0,0.55,0.99,4.0,3.86,0.03,4.0,3.91,1.9,1.9,0.54,0.3,2.23,91,1.0,104.1,288.9,220,77.2,18523,457,Available; Hustle; Keen Eye; Sheer Force,Poison,Ghost,Meringue,Mega Slowbro; Galarian Slowbro,7,1,1,0,2,1,8,7
62,49,60,43,105,47,549,0.5,3.75,1.99,1.01,0.53,0.25,0.0,0.55,1.01,0.55,2.07,2.09,0.41,1.0,0.0,0.26,0.52,3.18,516,1.9,57.0,310.6,111,24.86,5056,17,Available; Inner Focus; Magic Guard; Synchronize,Ground,Fairy,Acorn,Mega Gengar,4,1,0,0,0,4,13,1
56,124,130,73,65,63,517,0.14,0.47,1.0,0.49,1.97,0.25,0.98,1.0,0.02,1.92,1.99,1.94,0.44,0.0,1.0,0.56,2.02,2.06,3785,0.5,149.5,58.0,56,76.07,5496,185,Available; Gluttony; Pickup; Thick Fat,Normal,Ground,Cavern,Hisuian Growlithe,7,0,1,1,3,3,9,1
78,89,30,76,119,116,399,0.1,1.04,2.0,0.99,1.95,0.97,1.05,0.15,0.18,4.0,0.0,1.03,4.0,0.1,1.8,1.0,0.99,0.68,147,0.3,59.6,33.1,6,,2578,39,Infiltrator; Keen Eye; Own Tempo,Bug,Fighting,Poison Bag,Amped Form; Low Key Form,1,0,0,1,2,3,8,3
145,47,62,65,98,125,609,0.14,1.03,0.67,2.0,2.07,0.52,1.06,0.13,2.1,2.01,1.02,0.54,0.95,1.0,0.5,1.98,0.98,2.06,383,1.8,87.2,4.4,182,4.94,30720,184,Unseen Fist,Fairy,Rock,Delivery,Alolan Grimer,3,1,0,1,3,3,12,4
78,90,77,82,129,40,569,0.52,3.86,3.22,2.95,0.52,2.02,2.01,2.77,1.02,0.56,0.98,0.38,4.0,1.0,2.0,0.72,1.95,1.02,342,2.0,99.6,63.9,186,3.48,6924,50,Compound Eyes; Friend Guard; Shield Dust,Fighting,Dark,Toxic Mouth,Galarian Articuno,1,0,0,0,3,4,7,4
46,98,69,76,150,69,594,0.04,2.05,0.49,0.08,0.54,0.25,0.99,2.02,0.02,0.41,0.08,2.74,2.03,0.0,1.0,0.99,1.0,1.91,128,14.3,25.6,20.6,79,,5447,681,Truant,Grass,Ground,Shell Out,Altered Forme; Origin Forme,1,1,0,1,1,9,12,7
44,104,96,66,103,50,560,1.0,2.06,0.25,0.5,0.25,0.38,4.0,1.86,2.05,2.04,0.09,0.37,0.99,0.5,0.5,0.45,1.84,1.01,348,2.2,0.2,26.1,3,5.37,2614,44,Cornerstone Mask; Cornerstone Mask Abilities; Defiant; Hearthflame Mask Abilities; Mold Breaker; Sturdy; Teal Mask Abilities; Terastallised Abilities; Water Absorb; Wellspring Mask Abilities,Steel,Dragon,Woolly Crab,Galarian Farfetch'd,7,1,0,1,0,2,11,6
56,34,182,82,95,36,459,0.98,0.25,4.0,2.04,0.97,1.87,0.44,2.06,2.0,4.0,2.09,1.02,4.0,0.1,1.0,0.57,0.98,0.25,306,4.7,43.3,168.4,36,52.24,5418,55,Available; Water Absorb; Water Bubble,Fairy,Poison,Bronze Bell,Mega Latios,2,0,1,1,0,3,12,3
126,72,41,102,47,59,639,0.11,0.59,1.03,1.02,0.35,1.06,0.46,2.06,3.9,1.96,0.48,0.49,0.34,2.0,1.0,0.25,1.01,0.54,1690,2.1,1892.6,160.5,84,43.09,7641,34,Frisk; Pressure,Fire,Fighting,Intertwining,Alolan Persian,6,1,1,0,0,3,7,3
55,122,98,61,155,73,573,1.0,0.96,4.0,0.15,0.32,0.95,0.38,0.28,3.58,2.01,0.99,1.91,0.99,0.1,1.8,1.0,2.06,0.98,385,0.9,398.9,5.0,6,,5377,3,Available; Compound Eyes; Tinted Lens,Ground,Normal,Toxic Lizard,Alolan Exeggutor,6,1,0,0,3,0,7,5
74,111,121,91,149,76,640,0.0,2.07,0.25,2.93,0.34,0.36,1.91,1.98,2.04,0.96,1.0,0.25,3.33,0.5,2.0,0.39,0.97,0.49,198,9.0,281.2,10.6,35,20.62,8758,49,Analytic; Available; Magnet Pull; Sturdy,Grass,Ice,Moone,Partner Pikachu,1,0,0,1,2,4,6,4
51,82,103,37,59,36,605,0.54,1.0,1.94,0.53,0.52,2.0,0.99,2.83,1.97,3.23,1.99,0.52,1.88,0.0,0.4,0.25,1.93,4.0,609,16.5,668.1,44.3,57,46.47,8967,192,Hydration; Swift Swim; Water Absorb,Fairy,Poison,Gigantic,50% Forme; 10% Forme; Complete Forme,6,0,0,1,3,2,11,7
64,75,184,32,109,27,308,0.49,0.47,1.0,0.98,0.49,0.98,0.39,0.29,0.0,2.0,1.91,2.0,4.0,1.0,0.0,0.49,0.98,0.43,5992,0.9,987.4,40.4,179,,30720,10,Flame Body; Flash Fire; Run Away,Poison,Bug,Iron Ball,Male; Female,5,1,0,1,3,3,9,5
82,85,97,88,86,129,522,0.16,4.0,0.98,0.47,4.0,2.04,1.01,1.04,1.94,1.97,1.92,1.02,0.96,0.7,0.0,1.0,0.25,1.98,612,1.2,42.6,111.3,41,53.54,30720,173,Dancer,Fairy,Bug,Tiny Turtle,Hisuian Zoroark,7,1,0,1,3,4,8,6
62,73,56,46,76,102,314,0.26,0.68,0.3,0.48,1.01,1.94,3.75,0.99,2.15,2.04,0.27,4.0,1.98,0.0,1.0,0.47,1.0,0.36,51,0.2,272.4,97.5,3,3.53,3456,181,Run Away; Shield Dust,Electric,Normal,Key Ring,Galarian Articuno,7,1,1,0,1,3,8,2
33,130,109,117,73,48,485,1.0,1.06,4.0,0.0,1.03,0.96,0.95,3.61,0.06,0.99,2.04,0.98,0.98,0.0,1.0,0.45,0.48,1.99,1038,0.6,334.1,204.3,255,,5134,214,Snow Warning; Soundproof,Water,Ice,Soloist,Mega Swampert,9,1,0,1,3,2,12,3
222,109,54,65,113,101,284,0.54,0.52,0.49,0.46,3.51,0.25,1.0,0.99,4.0,1.95,0.53,1.9,2.0,0.4,1.8,0.31,0.56,0.25,781,0.2,243.5,297.7,208,,9678,237,Inner Focus; Reckless; Regenerator,Ice,Steel,Rock Skin,Chest Form; Roaming Form,5,0,0,0,2,9,7,5
86,56,64,113,86,31,347,0.46,0.54,1.98,1.01,1.05,0.43,1.04,2.87,4.0,2.73,0.58,2.04,0.53,0.5,0.5,1.86,1.0,2.01,255,1.4,99.1,21.8,210,48.86,5257,71,Damp; Electromorphosis; Static,Flying,Rock,Tiny Robin,Mega Ampharos,6,1,0,0,0,4,7,6
29,102,60,104,85,75,565,0.99,0.62,0.61,0.02,0.53,1.01,1.04,2.53,1.99,0.97,0.97,1.02,1.89,0.6,1.0,1.03,0.98,4.0,403,3.5,137.6,26.6,17,,5319,28,Gluttony; Sticky Hold; Supersweet Syrup,Grass,Bug,Flyscorpion,Male; Female,1,0,0,0,0,2,10,4
34,52,53,118,65,64,272,0.56,1.05,0.5,0.1,4.0,4.0,0.57,2.1,0.42,3.07,1.85,2.09,1.96,1.0,1.0,1.93,0.49,1.01,951,3.0,1261.8,20.9,3,45.02,5007,205,Frisk; Insomnia; Pickup,Ground,Psychic,Sky High,Mega Blaziken,1,1,1,1,0,4,11,5
59,91,71,96,80,34,515,0.99,3.32,0.54,0.0,4.0,2.85,1.0,2.09,0.15,0.95,1.02,0.3,0.38,0.0,1.0,0.4,1.81,0.25,2069,1.5,205.7,69.4,6,4.02,10257,576,Sweet Veil; Unburden,Ground,Fire,Trash Heap,Galarian Rapidash,5,0,0,1,2,1,9,7
47,66,73,57,133,74,476,1.0,3.88,3.23,0.08,0.99,1.92,1.98,0.99,1.05,0.43,0.47,2.03,1.92,1.8,2.0,0.46,0.51,1.95,461,0.5,45.4,115.8,172,,5299,181,Clear Body; Light Metal,Poison,Ground,Launch,Hero of Many Battles; Crowned Sword,7,0,0,0,1,3,6,2
72,70,68,96,183,33,519,0.5,0.55,1.85,0.0,0.25,0.41,3.82,0.1,0.46,1.0,0.46,1.97,0.98,2.0,1.0,0.49,0.5,0.57,3940,1.0,46.0,134.4,84,,6821,457,Stalwart; Stamina; Sturdy,Normal,Fire,Wish,Zero Form; Hero Form,5,0,0,1,0,5,6,1
89,73,65,127,118,29,412,0.53,3.53,1.0,1.94,0.25,1.04,0.32,1.98,1.98,0.6,0.46,1.96,1.0,0.5,2.0,0.69,2.1,0.43,338,0.9,467.4,461.1,3,,30720,110,Available; Compound Eyes; Tinted Lens,Bug,Steel,Anteater,Mega Heracross,4,1,1,1,1,4,9,1
108,137,80,65,78,40,309,0.0,2.04,0.98,0.96,0.25,2.0,0.06,4.0,2.01,0.36,1.01,0.48,0.3,2.0,1.0,0.25,0.46,3.3,4706,0.4,172.0,651.6,255,55.92,4202,69,Dragons Maw,Normal,Grass,Multi-Cyl,Normal Form; Terastal Form; Stellar Form,7,1,0,0,3,1,10,4
99,107,104,125,69,99,526,1.0,1.0,0.55,2.02,1.04,0.52,0.42,4.0,1.97,1.95,0.98,1.03,0.96,1.0,0.0,1.82,0.25,0.5,350,3.1,177.7,20.4,53,5.84,7396,52,Insomnia; Stakeout,Electric,Dark,Twin Bird,Hisuian Sliggoo,5,1,0,0,2,5,6,4
79,109,46,105,90,127,337,0.12,3.48,4.0,2.0,1.02,3.89,1.02,0.0,0.14,3.05,2.03,2.89,4.0,1.9,0.0,0.45,0.52,0.39,1423,0.3,18.4,202.7,14,3.77,3626,43,Iron Barbs,Normal,Dragon,Vine,Origin Forme,2,1,1,0,2,1,11,6
51,122,146,67,186,118,616,0.29,0.58,0.49,0.99,4.0,4.0,1.03,0.1,4.0,0.98,0.97,0.53,0.36,0.6,0.6,1.01,0.25,4.0,816,0.6,2204.4,112.4,16,39.56,8629,79,Available; Competitive; Cute Charm; Friend Guard,Fairy,,Whiskers,Mega Scizor,2,1,0,0,1,4,9,6
85,97,35,40,205,80,324,0.02,0.67,0.25,1.87,2.02,1.88,3.56,3.1,2.11,0.61,0.99,0.54,4.0,1.0,1.8,0.25,0.49,0.25,622,0.1,194.8,15.6,17,2.9,5207,32,Available; Keen Eye; Sniper,Flying,Rock,Iron Snake,Alolan Diglett,5,1,1,0,0,3,10,2
82,70,121,70,42,61,496,1.0,0.53,3.85,0.48,0.5,3.91,1.03,1.0,4.0,1.02,0.46,2.04,2.01,1.0,0.1,1.85,0.51,0.56,236,3.2,48.6,18.0,45,81.48,5780,76,Battle Armor; Swift Swim; Weak Armor,Dark,Bug,Sheep,Mega Sharpedo,5,1,0,0,0,6,7,6
86,50,106,89,118,84,582,0.99,2.0,0.51,0.99,0.31,1.97,1.07,1.02,2.12,0.98,0.0,0.55,1.01,0.1,1.0,0.52,2.02,0.34,499,0.6,72.4,298.4,149,,21763,118,Available; Iron Fist; Klutz; No Guard,Water,Steel,Continent,Galarian Mr. Mime,4,0,0,0,1,1,12,3
67,81,144,66,108,106,592,0.0,0.55,3.98,0.5,1.02,0.5,0.44,0.53,0.27,0.43,0.55,0.46,0.48,1.9,2.0,0.25,1.96,0.43,881,0.8,203.9,161.6,255,4.13,4909,62,Overcoat; Shell Armor; Swarm,Ice,Fighting,Bonsai,Sunny Form; Rainy Form; Snowy Form,9,1,0,0,3,6,9,1
82,77,46,80,103,117,268,1.0,2.03,1.97,2.05,0.45,0.57,1.03,0.44,4.0,0.5,0.0,4.0,0.41,0.5,0.5,0.97,1.0,1.01,417,3.4,455.3,7.9,115,20.1,29202,124,Scrappy; Soundproof,Water,Poison,Trap,Alolan Muk,8,0,1,1,1,5,14,6
91,127,120,67,55,83,441,1.0,2.0,2.02,2.03,1.04,3.22,1.98,0.18,0.0,2.5,1.01,0.5,0.98,0.7,1.0,1.97,0.97,0.75,163,0.6,44.0,140.8,3,3.73,5091,29,Pickup; Run Away; Skill Link,Rock,Fire,Magnet Area,Mega Slowbro; Galarian Slowbro,2,0,1,1,2,5,15,6
65,49,159,43,110,38,246,0.99,0.25,4.0,0.0,3.22,0.43,0.47,4.0,2.06,2.77,0.1,0.98,1.93,0.1,1.0,1.0,1.88,0.44,3085,1.4,27.9,26.3,68,20.64,8009,82,Blaze; Reckless,Ghost,Normal,Royal Sword,Eternamax,4,0,0,0,3,4,12,3
51,53,52,78,69,73,348,1.0,0.52,0.46,1.93,0.27,1.94,0.5,1.0,1.04,0.48,1.03,0.25,1.02,1.0,0.5,0.98,0.25,0.99,216,1.4,34.1,104.3,255,,2846,209,Hustle; Sand Rush; Volt Absorb,Rock,Electric,Patient,Plant Cloak; Sandy Cloak; Trash Cloak,3,1,0,0,1,0,5,2
65,95,80,55,87,30,506,0.5,0.32,0.45,0.54,0.48,1.92,0.98,0.5,1.98,0.96,0.0,2.08,1.0,0.5,1.9,0.48,0.5,0.99,848,0.6,285.3,29.0,194,3.22,8051,16,Available; Static; Vital Spirit,Fire,Fire,Bugle Beak,Galarian Farfetch'd,1,1,1,0,1,4,5,4
82,39,66,42,200,64,424,0.99,0.55,2.03,4.0,0.25,4.0,1.05,0.12,1.01,0.97,0.0,4.0,2.01,1.0,2.0,1.01,0.49,0.38,924,3.2,2204.4,140.9,18,46.13,5794,175,Available; Inner Focus; Keen Eye; Pickpocket,Fairy,Fighting,Emperor,Mega Latias,4,0,0,0,0,1,11,5
35,55,72,48,142,96,323,0.01,2.05,3.65,0.48,0.28,3.81,2.06,0.17,1.92,1.01,0.5,0.25,1.93,1.0,0.5,1.0,1.01,2.05,333,10.2,159.4,841.8,17,88.14,30693,360,Natural Cure,Psychic,Bug,Beckon,Mega Gardevoir,7,0,0,1,2,9,12,7
52,131,90,96,95,54,439,0.0,0.44,1.0,0.98,0.29,0.49,1.04,0.53,0.35,0.49,0.17,2.11,0.96,1.0,1.0,0.25,1.01,1.95,265,1.3,1626.6,8.6,233,79.33,4666,256,Rain Dish; Torrent,Dragon,Psychic,Butterfly,Mega Salamence,7,1,1,0,0,3,4,2
54,108,59,53,59,86,357,0.03,2.0,0.25,1.01,1.01,1.03,1.91,0.54,0.98,2.04,1.81,0.54,3.55,0.1,1.0,0.61,0.51,3.86,960,1.8,234.9,105.8,206,37.32,17890,582,Available; Sand Force; Sturdy; Weak Armor,Fairy,Poison,Sand Castle,Mega Tyranitar,2,1,0,0,3,6,13,1
151,119,128,121,76,62,622,0.55,0.98,0.53,0.99,0.59,0.32,3.78,2.07,1.88,1.0,1.02,1.86,1.03,2.0,1.0,1.89,0.54,0.96,125,0.7,40.4,365.6,248,83.4,2368,50,Natural Cure; Serene Grace; Sky Forme; Sky Forme Ability,Ghost,Ice,Tumbleweed,Hisuian Goodra,3,1,0,0,1,0,7,5
73,97,112,57,122,82,615,0.99,2.06,0.25,1.0,2.01,4.0,0.98,4.0,2.02,0.99,0.53,0.52,0.53,0.5,0.0,0.44,0.29,2.08,2071,8.3,24.5,9.2,239,1.61,5167,235,Keen Eye; Reckless,Psychic,Ground,Grass Monkey,Mega Beedrill,4,1,0,0,3,2,9,4
66,103,89,118,131,65,488,0.0,0.56,0.53,0.04,0.25,0.48,0.52,0.28,0.11,1.87,1.01,0.59,4.0,1.9,1.0,0.28,1.99,3.9,670,1.4,614.4,665.3,177,,5217,180,Analytic; Available; Illuminate; Natural Cure,Fairy,Grass,Tera,Alolan Exeggutor,3,1,0,0,2,2,9,4
73,128,159,99,93,81,562,0.53,2.07,1.02,2.55,1.91,0.61,4.0,3.59,0.99,1.0,0.45,1.01,1.97,2.0,2.0,1.02,0.53,1.0,82,16.1,57.7,254.3,215,20.79,9859,49,Available; Inner Focus; Keen Eye; Pickpocket,Normal,Water,Darkness,Family of Four; Family of Three,2,1,0,0,0,1,12,3
52,99,78,39,127,59,333,0.52,0.53,0.54,3.61,1.07,1.91,4.0,0.99,0.54,0.5,0.01,2.04,2.04,0.0,0.0,1.93,0.98,1.92,464,1.3,529.6,401.6,115,44.74,9263,175,Aftermath; Available; Stench; Sticky Hold,Psychic,Electric,Sand Snake,Galarian Ponyta,7,0,1,0,0,9,16,4
107,107,89,61,122,71,375,0.48,2.02,1.01,1.95,3.47,3.99,1.93,4.0,1.03,3.27,0.98,0.39,0.99,2.1,0.5,1.89,0.53,0.49,581,7.3,418.1,69.6,12,4.88,28878,85,Wandering Spirit,Dragon,Dark,Mount,Land Forme; Sky Forme,2,0,0,1,1,2,12,2
162,85,136,68,104,68,230,0.0,0.31,0.43,0.19,0.47,3.3,2.02,0.98,4.0,2.9,0.99,2.1,0.39,2.0,1.0,0.47,0.48,0.47,4243,6.9,32.4,140.8,61,2.71,30720,252,Available; Insomnia; Prankster; Super Luck,Ice,Dragon,Love-Hate,Galarian Moltres,8,0,0,0,0,1,9,1
54,84,100,66,105,60,248,0.0,2.01,0.44,0.15,0.95,0.42,1.03,1.01,0.45,0.49,1.93,0.47,2.03,1.0,0.4,0.25,0.53,0.99,292,0.1,741.3,14.4,182,24.66,5165,168,Guard Dog; Intimidate; Stakeout,Fighting,Grass,Apple Core,Single Strike Style; Rapid Strike Style,4,1,1,0,1,4,6,1
89,92,85,61,112,99,307,1.0,0.66,0.98,1.91,2.04,0.25,0.5,1.01,1.98,3.93,1.87,1.99,0.99,0.0,0.0,0.97,0.49,0.41,994,1.5,80.1,498.2,255,18.52,26274,184,Bad Dreams,Fighting,Grass,Formation,Mega Steelix,3,1,0,0,1,3,11,6
110,116,131,88,178,58,478,0.0,0.47,0.97,0.51,0.98,0.49,3.4,3.35,0.2,1.0,0.0,2.02,1.93,2.0,0.0,1.01,0.25,0.49,476,1.3,39.9,103.0,169,84.46,3702,168,Chilling Neigh,Fire,Fighting,Tiny Bird,Mega Abomasnow,2,0,0,1,1,4,6,2
71,55,50,66,73,75,310,1.0,0.56,1.97,0.47,0.25,0.51,1.02,1.95,0.59,1.0,0.03,4.0,0.99,1.9,0.5,0.99,0.5,2.01,548,0.2,45.2,280.2,191,46.39,30720,102,Analytic; Synchronize; Telepathy,Poison,Ice,Mole,Zero Form; Hero Form,6,1,1,0,3,0,8,5
44,50,39,72,83,104,455,0.03,0.53,0.68,0.98,0.94,4.0,0.51,4.0,0.0,3.4,1.93,1.88,0.95,1.0,0.0,0.54,0.25,3.21,1524,6.2,65.6,127.7,36,20.21,12427,96,Sheer Force; Torrent,Flying,Fairy,Sheep,Mega Gyarados,3,0,0,0,1,1,16,7
171,97,67,110,147,83,444,1.0,0.52,0.52,0.45,0.95,1.99,1.93,0.04,1.05,0.99,2.1,0.55,1.0,0.6,1.0,1.0,2.0,0.5,1276,0.3,179.8,125.0,42,19.37,3227,50,Available; Flame Body; Vital Spirit,Dragon,Ground,Retainer,Alolan Exeggutor,5,0,0,1,3,3,8,6
80,94,58,68,137,42,542,0.43,0.98,4.0,0.52,0.49,0.25,1.0,4.0,4.0,1.95,0.0,1.01,1.02,1.0,1.0,0.25,1.0,1.0,111,1.6,454.1,12.6,40,76.06,5210,258,Shell Armor; Sturdy; Weak Armor,Bug,Steel,Protostar,Mega Garchomp,3,1,0,1,0,3,10,2
50,160,124,49,211,92,486,0.0,3.87,0.96,0.98,1.03,1.05,4.0,1.03,0.98,1.02,1.84,2.1,0.4,1.0,0.4,0.53,1.0,1.02,604,0.1,1735.2,224.1,11,,6598,239,Anticipation; Iron Barbs,Electric,Fighting,Moonlight,Hisuian Electrode,4,1,1,1,0,2,16,5
145,72,64,108,49,47,599,0.0,0.57,1.01,1.0,1.01,3.37,2.04,0.31,0.08,0.98,0.55,0.61,0.99,2.0,1.0,0.4,0.98,1.03,2596,0.4,138.6,30.6,194,4.68,4804,6,Bulletproof; Fluffy; Run Away,Dark,Water,Mud Fish,Incarnate Forme; Therian Forme,7,1,0,0,2,6,13,5
71,129,75,115,84,68,623,0.54,1.03,3.28,1.99,0.46,0.59,0.98,0.5,1.03,1.04,0.0,0.45,1.99,0.0,1.0,0.55,0.51,2.1,863,0.6,327.7,71.9,4,4.75,2995,75,Overgrow; Protean,Steel,Fighting,Sword Blade,Plant Cloak; Sandy Cloak; Trash Cloak,5,0,0,0,2,2,14,2
